Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
346,Henry IV,4,1.3.20,You have good leave to leave us: when we need,OSWALD
347,Henry IV,4,1.3.21,"Your use and counsel, we shall send for you.",Nurse
348,Henry IV,4,,Exit Worcester,GUIDERIUS
349,Henry IV,4,1.3.22,You were about to speak.,HENRY BOLINGBROKE
350,Henry IV,4,,To North,MISTRESS PAGE
351,Henry IV,5,1.3.23,"Yea, my good lord.",CLEOPATRA
352,Henry IV,5,1.3.24,"Those prisoners in your highness' name demanded,",KING
353,Henry IV,5,1.3.25,"Which Harry Percy here at Holmedon took,",QUEEN GERTRUDE
354,Henry IV,5,1.3.26,"Were, as he says, not with such strength denied",CLARENCE
355,Henry IV,5,1.3.27,As is deliver'd to your majesty:,ACHILLES
356,Henry IV,5,1.3.28,"Either envy, therefore, or misprison",DUKE OF YORK
357,Henry IV,5,1.3.29,Is guilty of this fault and not my son.,BUSHY
358,Henry IV,6,1.3.30,"My liege, I did deny no prisoners.",FLORIZEL
359,Henry IV,6,1.3.31,"But I remember, when the fight was done,",LEONTES
360,Henry IV,6,1.3.32,"When I was dry with rage and extreme toil,",CLAUDIO
361,Henry IV,6,1.3.33,"Breathless and faint, leaning upon my sword,",ESCALUS
362,Henry IV,6,1.3.34,"Came there a certain lord, neat, and trimly dress'd,",ARIEL
363,Henry IV,6,1.3.35,"Fresh as a bridegroom, and his chin new reap'd",THERSITES
364,Henry IV,6,1.3.36,"Show'd like a stubble-land at harvest-home,",OLIVIA
365,Henry IV,6,1.3.37,"He was perfumed like a milliner,",ANGELO
366,Henry IV,6,1.3.38,And 'twixt his finger and his thumb he held,MACBETH
367,Henry IV,6,1.3.39,"A pouncet-box, which ever and anon",AUTOLYCUS
368,Henry IV,6,1.3.40,"He gave his nose and took't away again,",HELENA
369,Henry IV,6,1.3.41,"Who therewith angry, when it next came there,",LAFEU
370,Henry IV,6,1.3.42,"Took it in snuff, and still he smiled and talk'd,",BOLINGBROKE
371,Henry IV,6,1.3.43,"And as the soldiers bore dead bodies by,",KING RICHARD III
372,Henry IV,6,1.3.44,"He call'd them untaught knaves, unmannerly,",PERICLES
373,Henry IV,6,1.3.45,To bring a slovenly unhandsome corse,TAMORA
374,Henry IV,6,1.3.46,Betwixt the wind and his nobility.,TROILUS
375,Henry IV,6,1.3.47,With many holiday and lady terms,CRESSIDA
376,Henry IV,6,1.3.48,"He question'd me, amongst the rest, demanded",YORK
377,Henry IV,6,1.3.49,My prisoners in your majesty's behalf.,CORIOLANUS
378,Henry IV,6,1.3.50,"I then, all smarting with my wounds being cold,",Host
379,Henry IV,6,1.3.51,"To be so pester'd with a popinjay,",Shepherd
380,Henry IV,6,1.3.52,"Out of my grief and my impatience,",FLUELLEN
381,Henry IV,6,1.3.53,"Answer'd neglectingly I know not what,",JULIET
382,Henry IV,6,1.3.54,"He should or he should not, for he made me mad",LAERTES
383,Henry IV,6,1.3.55,To see him shine so brisk and smell so sweet,KING HENRY VIII
384,Henry IV,6,1.3.56,And talk so like a waiting-gentlewoman,TALBOT
385,Henry IV,6,1.3.57,"Of guns and drums and wounds,--God save the mark!--",LODOVICO
386,Henry IV,6,1.3.58,And telling me the sovereign'st thing on earth,TAMORA
387,Henry IV,6,1.3.59,"Was parmaceti for an inward bruise,",VIOLA
388,Henry IV,6,1.3.60,"And that it was great pity, so it was,",DUKE VINCENTIO
389,Henry IV,6,1.3.61,This villanous salt-petre should be digg'd,LUCENTIO
390,Henry IV,6,1.3.62,"Out of the bowels of the harmless earth,",LYSANDER
391,Henry IV,6,1.3.63,Which many a good tall fellow had destroy'd,Chamberlain
392,Henry IV,6,1.3.64,"So cowardly, and but for these vile guns,",DUKE VINCENTIO
393,Henry IV,6,1.3.65,He would himself have been a soldier.,MENENIUS
394,Henry IV,6,1.3.66,"This bald unjointed chat of his, my lord,",DON PEDRO
395,Henry IV,6,1.3.67,"I answer'd indirectly, as I said,",Messenger
396,Henry IV,6,1.3.68,"And I beseech you, let not his report",ANTONIO
397,Henry IV,6,1.3.69,Come current for an accusation,Pyramus
398,Henry IV,6,1.3.70,Betwixt my love and your high majesty.,DOMITIUS ENOBARBUS
399,Henry IV,7,1.3.71,"The circumstance consider'd, good my lord,",HORATIO
400,Henry IV,7,1.3.72,Whate'er Lord Harry Percy then had said,First Witch
401,Henry IV,7,1.3.73,"To such a person and in such a place,",OLIVIA
402,Henry IV,7,1.3.74,"At such a time, with all the rest retold,",YORK
403,Henry IV,7,1.3.75,May reasonably die and never rise,CORIOLANUS
404,Henry IV,7,1.3.76,To do him wrong or any way impeach,JESSICA
405,Henry IV,7,1.3.77,"What then he said, so he unsay it now.",FALSTAFF
406,Henry IV,8,1.3.78,"Why, yet he doth deny his prisoners,",BASTARD
407,Henry IV,8,1.3.79,"But with proviso and exception,",BUCKINGHAM
408,Henry IV,8,1.3.80,That we at our own charge shall ransom straight,Scrivener
409,Henry IV,8,1.3.81,"His brother-in-law, the foolish Mortimer,",KING RICHARD III
410,Henry IV,8,1.3.82,"Who, on my soul, hath wilfully betray'd",Servant
411,Henry IV,8,1.3.83,The lives of those that he did lead to fight,FRIAR LAURENCE
412,Henry IV,8,1.3.84,"Against that great magician, damn'd Glendower,",LUCIANA
413,Henry IV,8,1.3.85,"Whose daughter, as we hear, the Earl of March",ULYSSES
414,Henry IV,8,1.3.86,"Hath lately married. Shall our coffers, then,",MARK ANTONY
415,Henry IV,8,1.3.87,Be emptied to redeem a traitor home?,FRIAR LAURENCE
416,Henry IV,8,1.3.88,"Shall we but treason? and indent with fears,",BASTARD
417,Henry IV,8,1.3.89,When they have lost and forfeited themselves?,BIRON
418,Henry IV,8,1.3.90,"No, on the barren mountains let him starve,",Citizens
419,Henry IV,8,1.3.91,For I shall never hold that man my friend,LADY CAPULET
420,Henry IV,8,1.3.92,Whose tongue shall ask me for one penny cost,DUKE VINCENTIO
421,Henry IV,8,1.3.93,To ransom home revolted Mortimer.,WARWICK
422,Henry IV,9,1.3.94,Revolted Mortimer!,CARDINAL WOLSEY
423,Henry IV,9,1.3.95,"He never did fall off, my sovereign liege,",SEMPRONIUS
424,Henry IV,9,1.3.96,"But by the chance of war, to prove that true",PETRUCHIO
425,Henry IV,9,1.3.97,"Needs no more but one tongue for all those wounds,",KING PHILIP
426,Henry IV,9,1.3.98,"Those mouthed wounds, which valiantly he took",TITUS ANDRONICUS
427,Henry IV,9,1.3.99,"When on the gentle Severn's sedgy bank,",DOGBERRY
428,Henry IV,9,1.3.100,"In single opposition, hand to hand,",ROMEO
429,Henry IV,9,1.3.101,He did confound the best part of an hour,CARDINAL
430,Henry IV,9,1.3.102,In changing hardiment with great Glendower:,DULL
431,Henry IV,9,1.3.103,Three times they breathed and three times did,RICHMOND
432,Henry IV,9,1.3.104,"they drink,",HOTSPUR
433,Henry IV,9,1.3.105,"Upon agreement, of swift Severn's flood,",MALVOLIO
434,Henry IV,9,1.3.106,"Who then, affrighted with their bloody looks,",JOHN OF GAUNT
435,Henry IV,9,1.3.107,"Ran fearfully among the trembling reeds,",KING EDWARD IV
436,Henry IV,9,1.3.108,"And hid his crisp head in the hollow bank,",GONZALO
437,Henry IV,9,1.3.109,Bloodstained with these valiant combatants.,ULYSSES
438,Henry IV,9,1.3.110,Never did base and rotten policy,NURSE
439,Henry IV,9,1.3.111,"Colour her working with such deadly wounds,",DON JOHN
440,Henry IV,9,1.3.112,Nor could the noble Mortimer,LADY CAPULET
441,Henry IV,9,1.3.113,"Receive so many, and all willingly:",SIR TOBY BELCH
442,Henry IV,9,1.3.114,Then let not him be slander'd with revolt.,TROILUS
443,Henry IV,10,1.3.115,"Thou dost belie him, Percy, thou dost belie him,",MALVOLIO
444,Henry IV,10,1.3.116,He never did encounter with Glendower:,EDMUND
445,Henry IV,10,1.3.117,"I tell thee,",HORTENSIO
446,Henry IV,10,1.3.118,He durst as well have met the devil alone,SIR TOBY BELCH
447,Henry IV,10,1.3.119,As Owen Glendower for an enemy.,KING CLAUDIUS
448,Henry IV,10,1.3.120,"Art thou not ashamed? But, sirrah, henceforth",Second Lord
449,Henry IV,10,1.3.121,Let me not hear you speak of Mortimer:,POLIXENES
450,Henry IV,10,1.3.122,"Send me your prisoners with the speediest means,",PETRUCHIO
451,Henry IV,10,1.3.123,Or you shall hear in such a kind from me,SICINIUS
452,Henry IV,10,1.3.124,"As will displease you. My Lord Northumberland,",LORD POLONIUS
453,Henry IV,10,1.3.125,We licence your departure with your son.,KING HENRY IV
454,Henry IV,10,1.3.126,"Send us your prisoners, or you will hear of it.",CHARMIAN
455,Henry IV,10,,"Exeunt King Henry, Blunt, and train",ADRIANO DE ARMADO
456,Henry IV,11,1.3.127,"An if the devil come and roar for them,",HAMLET
457,Henry IV,11,1.3.128,I will not send them: I will after straight,OTHELLO
458,Henry IV,11,1.3.129,"And tell him so, for I will ease my heart,",ROSALINE
459,Henry IV,11,1.3.130,Albeit I make a hazard of my head.,IMOGEN
460,Henry IV,12,1.3.131,"What, drunk with choler? stay and pause awhile:",BENEDICK
461,Henry IV,12,1.3.132,Here comes your uncle.,Gentleman
462,Henry IV,12,,Re-enter WORCESTER,GOWER
463,Henry IV,13,1.3.133,Speak of Mortimer!,LADY MACBETH
464,Henry IV,13,1.3.134,"'Zounds, I will speak of him, and let my soul",SIWARD
465,Henry IV,13,1.3.135,"Want mercy, if I do not join with him:",QUEEN GERTRUDE
466,Henry IV,13,1.3.136,"Yea, on his part I'll empty all these veins,",YORK
467,Henry IV,13,1.3.137,"And shed my dear blood drop by drop in the dust,",SIR ANDREW
468,Henry IV,13,1.3.138,But I will lift the down-trod Mortimer,GLOUCESTER
469,Henry IV,13,1.3.139,"As high in the air as this unthankful king,",BRUTUS
470,Henry IV,13,1.3.140,As this ingrate and canker'd Bolingbroke.,First Lord
471,Henry IV,14,1.3.141,"Brother, the king hath made your nephew mad.",SICINIUS
472,Henry IV,15,1.3.142,Who struck this heat up after I was gone?,AENEAS
473,Henry IV,16,1.3.143,"He will, forsooth, have all my prisoners,",HOTSPUR
474,Henry IV,16,1.3.144,And when I urged the ransom once again,CAESAR
475,Henry IV,16,1.3.145,"Of my wife's brother, then his cheek look'd pale,",PROSPERO
476,Henry IV,16,1.3.146,"And on my face he turn'd an eye of death,",TITUS ANDRONICUS
477,Henry IV,16,1.3.147,Trembling even at the name of Mortimer.,BIRON
478,Henry IV,17,1.3.148,I cannot blame him: was not he proclaim'd,CLEOPATRA
479,Henry IV,17,1.3.149,By Richard that dead is the next of blood?,DESDEMONA
480,Henry IV,18,1.3.150,"He was, I heard the proclamation:",KING RICHARD II
481,Henry IV,18,1.3.151,"And then it was when the unhappy king,",SHYLOCK
482,Henry IV,18,1.3.152,--Whose wrongs in us God pardon!--did set forth,FALSTAFF
483,Henry IV,18,1.3.153,"Upon his Irish expedition,",Clown
484,Henry IV,18,1.3.154,From whence he intercepted did return,MARK ANTONY
485,Henry IV,18,1.3.155,To be deposed and shortly murdered.,VALENTINE
486,Henry IV,19,1.3.156,And for whose death we in the world's wide mouth,PETRUCHIO
487,Henry IV,19,1.3.157,Live scandalized and foully spoken of.,WARWICK
488,Henry IV,20,1.3.158,"But soft, I pray you, did King Richard then",LODOVICO
489,Henry IV,20,1.3.159,Proclaim my brother Edmund Mortimer,CLAUDIO
490,Henry IV,20,1.3.160,Heir to the crown?,REGAN
491,Henry IV,21,1.3.161,"He did, myself did hear it.",ROSALIND
492,Henry IV,22,1.3.162,"Nay, then I cannot blame his cousin king,",VERGES
493,Henry IV,22,1.3.163,That wished him on the barren mountains starve.,BIRON
494,Henry IV,22,1.3.164,"But shall it be that you, that set the crown",IAGO
495,Henry IV,22,1.3.165,Upon the head of this forgetful man,Messenger
496,Henry IV,22,1.3.166,And for his sake wear the detested blot,Lord
497,Henry IV,22,1.3.167,"Of murderous subornation, shall it be,",PRINCE HENRY
498,Henry IV,22,1.3.168,"That you a world of curses undergo,",MACBETH
499,Henry IV,22,1.3.169,"Being the agents, or base second means,",PROSPERO
500,Henry IV,22,1.3.170,"The cords, the ladder, or the hangman rather?",PAGE
501,Henry IV,22,1.3.171,"O, pardon me that I descend so low,",First Watchman
502,Henry IV,22,1.3.172,To show the line and the predicament,MERCUTIO
503,Henry IV,22,1.3.173,"Wherein you range under this subtle king,",CAMILLO
504,Henry IV,22,1.3.174,"Shall it for shame be spoken in these days,",ALICE
505,Henry IV,22,1.3.175,"Or fill up chronicles in time to come,",Clown
506,Henry IV,22,1.3.176,That men of your nobility and power,MACBETH
507,Henry IV,22,1.3.177,"Did gage them both in an unjust behalf,",POSTHUMUS LEONATUS
508,Henry IV,22,1.3.178,"As both of you--God pardon it!--have done,",FALSTAFF
509,Henry IV,22,1.3.179,"To put down Richard, that sweet lovely rose,",KING CLAUDIUS
510,Henry IV,22,1.3.180,"An plant this thorn, this canker, Bolingbroke?",GONERIL
511,Henry IV,22,1.3.181,"And shall it in more shame be further spoken,",ANTONY
512,Henry IV,22,1.3.182,"That you are fool'd, discarded and shook off",GLOUCESTER
513,Henry IV,22,1.3.183,By him for whom these shames ye underwent?,DUKE
514,Henry IV,22,1.3.184,"No, yet time serves wherein you may redeem",MARINA
515,Henry IV,22,1.3.185,Your banish'd honours and restore yourselves,HORATIO
516,Henry IV,22,1.3.186,"Into the good thoughts of the world again,",Constable
517,Henry IV,22,1.3.187,Revenge the jeering and disdain'd contempt,IMOGEN
518,Henry IV,22,1.3.188,"Of this proud king, who studies day and night",TITUS ANDRONICUS
519,Henry IV,22,1.3.189,To answer all the debt he owes to you,CLAUDIO
520,Henry IV,22,1.3.190,Even with the bloody payment of your deaths:,DUKE OF YORK
521,Henry IV,22,1.3.191,"Therefore, I say--",HAMLET
522,Henry IV,23,1.3.192,"Peace, cousin, say no more:",CHATILLON
523,Henry IV,23,1.3.193,"And now I will unclasp a secret book,",MARIANA
524,Henry IV,23,1.3.194,And to your quick-conceiving discontents,HELENA
525,Henry IV,23,1.3.195,"I'll read you matter deep and dangerous,",FRIAR LAURENCE
526,Henry IV,23,1.3.196,As full of peril and adventurous spirit,CORDELIA
527,Henry IV,23,1.3.197,As to o'er-walk a current roaring loud,IMOGEN
528,Henry IV,23,1.3.198,On the unsteadfast footing of a spear.,PETRUCHIO
529,Henry IV,24,1.3.199,"If he fall in, good night! or sink or swim:",MISTRESS QUICKLY
530,Henry IV,24,1.3.200,"Send danger from the east unto the west,",MACDUFF
531,Henry IV,24,1.3.201,"So honour cross it from the north to south,",TITINIUS
532,Henry IV,24,1.3.202,"And let them grapple: O, the blood more stirs",ANTONY
533,Henry IV,24,1.3.203,To rouse a lion than to start a hare!,DROMIO OF SYRACUSE
534,Henry IV,25,1.3.204,Imagination of some great exploit,SUFFOLK
535,Henry IV,25,1.3.205,Drives him beyond the bounds of patience.,DIANA
536,Henry IV,26,1.3.206,"By heaven, methinks it were an easy leap,",SAMPSON
537,Henry IV,26,1.3.207,"To pluck bright honour from the pale-faced moon,",PERICLES
538,Henry IV,26,1.3.208,"Or dive into the bottom of the deep,",KING PHILIP
539,Henry IV,26,1.3.209,"Where fathom-line could never touch the ground,",PRINCE HENRY
540,Henry IV,26,1.3.210,"And pluck up drowned honour by the locks,",CADE
541,Henry IV,26,1.3.211,So he that doth redeem her thence might wear,GLOUCESTER
542,Henry IV,26,1.3.212,"Without corrival, all her dignities:",DON PEDRO
543,Henry IV,26,1.3.213,But out upon this half-faced fellowship!,GLOUCESTER
544,Henry IV,27,1.3.214,"He apprehends a world of figures here,",ULYSSES
545,Henry IV,27,1.3.215,But not the form of what he should attend.,YORK
546,Henry IV,27,1.3.216,"Good cousin, give me audience for a while.",Messenger
547,Henry IV,28,1.3.217,I cry you mercy.,First Citizen
548,Henry IV,29,1.3.218,Those same noble Scots,All
549,Henry IV,29,1.3.219,"That are your prisoners,--",QUEEN
550,Henry IV,30,1.3.220,"I'll keep them all,",BIGOT
551,Henry IV,30,1.3.221,"By God, he shall not have a Scot of them,",First Lord
552,Henry IV,30,1.3.222,"No, if a Scot would save his soul, he shall not:",QUEEN MARGARET
553,Henry IV,30,1.3.223,"I'll keep them, by this hand.",Painter
554,Henry IV,31,1.3.224,You start away,HAMLET
555,Henry IV,31,1.3.225,And lend no ear unto my purposes.,SLY
556,Henry IV,31,1.3.226,Those prisoners you shall keep.,BOTTOM
557,Henry IV,32,1.3.227,"Nay, I will, that's flat:",PRINCE HENRY
558,Henry IV,32,1.3.228,"He said he would not ransom Mortimer,",Shepherd
559,Henry IV,32,1.3.229,"Forbad my tongue to speak of Mortimer,",LUCIANA
560,Henry IV,32,1.3.230,"But I will find him when he lies asleep,",ROMEO
561,Henry IV,32,1.3.231,And in his ear I'll holla 'Mortimer!',MOROCCO
562,Henry IV,32,1.3.232,"Nay,",GLOUCESTER
563,Henry IV,32,1.3.233,I'll have a starling shall be taught to speak,Captain
564,Henry IV,32,1.3.234,"Nothing but 'Mortimer,' and give it him",ROSALIND
565,Henry IV,32,1.3.235,To keep his anger still in motion.,JULIA
566,Henry IV,33,1.3.236,"Hear you, cousin, a word.",MISTRESS QUICKLY
567,Henry IV,34,1.3.237,"All studies here I solemnly defy,",DIANA
568,Henry IV,34,1.3.238,Save how to gall and pinch this Bolingbroke:,JAQUENETTA
569,Henry IV,34,1.3.239,"And that same sword-and-buckler Prince of Wales,",ROMEO
570,Henry IV,34,1.3.240,But that I think his father loves him not,HORATIO
571,Henry IV,34,1.3.241,"And would be glad he met with some mischance,",SIR HUGH EVANS
572,Henry IV,34,1.3.242,I would have him poison'd with a pot of ale.,LUCIO
573,Henry IV,35,1.3.243,"Farewell, kinsman: I'll talk to you",KING HENRY VI
574,Henry IV,35,1.3.244,When you are better temper'd to attend.,YORK
575,Henry IV,36,1.3.245,"Why, what a wasp-stung and impatient fool",CASSIUS
576,Henry IV,36,1.3.246,"Art thou to break into this woman's mood,",COUNTESS
577,Henry IV,36,1.3.247,Tying thine ear to no tongue but thine own!,KING EDWARD IV
578,Henry IV,37,1.3.248,"Why, look you, I am whipp'd and scourged with rods,",ROMEO
579,Henry IV,37,1.3.249,"Nettled and stung with pismires, when I hear",HOTSPUR
580,Henry IV,37,1.3.250,"Of this vile politician, Bolingbroke.",COUNTESS
581,Henry IV,37,1.3.251,"In Richard's time,--what do you call the place?--",MALVOLIO
582,Henry IV,37,1.3.252,"A plague upon it, it is in Gloucestershire,",DUKE VINCENTIO
583,Henry IV,37,1.3.253,"'Twas where the madcap duke his uncle kept,",SUFFOLK
584,Henry IV,37,1.3.254,"His uncle York, where I first bow'd my knee",Provost
585,Henry IV,37,1.3.255,"Unto this king of smiles, this Bolingbroke,--",PAULINA
586,Henry IV,37,1.3.256,'Sblood!--,HAMLET
587,Henry IV,37,1.3.257,When you and he came back from Ravenspurgh.,CASSIUS
588,Henry IV,38,1.3.258,At Berkley castle.,CASSIUS
589,Henry IV,39,1.3.259,You say true:,First Clown
590,Henry IV,39,1.3.260,"Why, what a candy deal of courtesy",LAUNCE
591,Henry IV,39,1.3.261,This fawning greyhound then did proffer me!,Second Commoner
592,Henry IV,39,1.3.262,"Look,'when his infant fortune came to age,'",PAROLLES
593,Henry IV,39,1.3.263,"And 'gentle Harry Percy,' and 'kind cousin,'",LEONTES
