Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine
1672,Henry IV,34,3.1.122,"Let me not understand you, then, speak it in Welsh."
1673,Henry IV,35,3.1.123,"I can speak English, lord, as well as you,"
1674,Henry IV,35,3.1.124,"For I was train'd up in the English court,"
1675,Henry IV,35,3.1.125,"Where, being but young, I framed to the harp"
1676,Henry IV,35,3.1.126,Many an English ditty lovely well
1677,Henry IV,35,3.1.127,"And gave the tongue a helpful ornament,"
1678,Henry IV,35,3.1.128,A virtue that was never seen in you.
1679,Henry IV,36,3.1.129,"Marry,"
1680,Henry IV,36,3.1.130,And I am glad of it with all my heart:
1681,Henry IV,36,3.1.131,I had rather be a kitten and cry mew
1682,Henry IV,36,3.1.132,"Than one of these same metre ballad-mongers,"
1683,Henry IV,36,3.1.133,"I had rather hear a brazen canstick turn'd,"
1684,Henry IV,36,3.1.134,"Or a dry wheel grate on the axle-tree,"
1685,Henry IV,36,3.1.135,"And that would set my teeth nothing on edge,"
1686,Henry IV,36,3.1.136,Nothing so much as mincing poetry:
1687,Henry IV,36,3.1.137,'Tis like the forced gait of a shuffling nag.
1688,Henry IV,37,3.1.138,"Come, you shall have Trent turn'd."
1689,Henry IV,38,3.1.139,I do not care: I'll give thrice so much land
1690,Henry IV,38,3.1.140,"To any well-deserving friend,"
1691,Henry IV,38,3.1.141,"But in the way of bargain, mark ye me,"
1692,Henry IV,38,3.1.142,I'll cavil on the ninth part of a hair.
1693,Henry IV,38,3.1.143,Are the indentures drawn? shall we be gone?
1694,Henry IV,39,3.1.144,"The moon shines fair, you may away by night:"
1695,Henry IV,39,3.1.145,I'll haste the writer and withal
1696,Henry IV,39,3.1.146,Break with your wives of your departure hence:
1697,Henry IV,39,3.1.147,"I am afraid my daughter will run mad,"
1698,Henry IV,39,3.1.148,So much she doteth on her Mortimer.
1699,Henry IV,39,,Exit GLENDOWER
1700,Henry IV,40,3.1.149,"Fie, cousin Percy! how you cross my father!"
1701,Henry IV,41,3.1.150,I cannot choose: sometime he angers me
1702,Henry IV,41,3.1.151,"With telling me of the mouldwarp and the ant,"
1703,Henry IV,41,3.1.152,"Of the dreamer Merlin and his prophecies,"
1704,Henry IV,41,3.1.153,"And of a dragon and a finless fish,"
1705,Henry IV,41,3.1.154,"A clip-wing'd griffin and a moulten raven,"
1706,Henry IV,41,3.1.155,"A couching lion and a ramping cat,"
1707,Henry IV,41,3.1.156,And such a deal of skimble-skamble stuff
1708,Henry IV,41,3.1.157,"As puts me from my faith. I tell you what,"
1709,Henry IV,41,3.1.158,He held me last night at least nine hours
1710,Henry IV,41,3.1.159,In reckoning up the several devils' names
1711,Henry IV,41,3.1.160,"That were his lackeys: I cried 'hum,' and 'well, go to,'"
1712,Henry IV,41,3.1.161,"But mark'd him not a word. O, he is as tedious"
1713,Henry IV,41,3.1.162,"As a tired horse, a railing wife,"
1714,Henry IV,41,3.1.163,Worse than a smoky house: I had rather live
1715,Henry IV,41,3.1.164,"With cheese and garlic in a windmill, far,"
1716,Henry IV,41,3.1.165,Than feed on cates and have him talk to me
1717,Henry IV,41,3.1.166,In any summer-house in Christendom.
1718,Henry IV,42,3.1.167,"In faith, he is a worthy gentleman,"
1719,Henry IV,42,3.1.168,"Exceedingly well read, and profited"
1720,Henry IV,42,3.1.169,"In strange concealments, valiant as a lion"
1721,Henry IV,42,3.1.170,And as wondrous affable and as bountiful
1722,Henry IV,42,3.1.171,"As mines of India. Shall I tell you, cousin?"
1723,Henry IV,42,3.1.172,He holds your temper in a high respect
1724,Henry IV,42,3.1.173,And curbs himself even of his natural scope
1725,Henry IV,42,3.1.174,"When you come 'cross his humour, faith, he does:"
1726,Henry IV,42,3.1.175,"I warrant you, that man is not alive"
1727,Henry IV,42,3.1.176,"Might so have tempted him as you have done,"
1728,Henry IV,42,3.1.177,Without the taste of danger and reproof:
1729,Henry IV,42,3.1.178,"But do not use it oft, let me entreat you."
1730,Henry IV,43,3.1.179,"In faith, my lord, you are too wilful-blame,"
1731,Henry IV,43,3.1.180,And since your coming hither have done enough
1732,Henry IV,43,3.1.181,To put him quite beside his patience.
1733,Henry IV,43,3.1.182,"You must needs learn, lord, to amend this fault:"
1734,Henry IV,43,3.1.183,"Though sometimes it show greatness, courage, blood,--"
1735,Henry IV,43,3.1.184,"And that's the dearest grace it renders you,--"
1736,Henry IV,43,3.1.185,"Yet oftentimes it doth present harsh rage,"
1737,Henry IV,43,3.1.186,"Defect of manners, want of government,"
1738,Henry IV,43,3.1.187,"Pride, haughtiness, opinion and disdain:"
1739,Henry IV,43,3.1.188,The least of which haunting a nobleman
1740,Henry IV,43,3.1.189,Loseth men's hearts and leaves behind a stain
1741,Henry IV,43,3.1.190,"Upon the beauty of all parts besides,"
1742,Henry IV,43,3.1.191,Beguiling them of commendation.
1743,Henry IV,44,3.1.192,"Well, I am school'd: good manners be your speed!"
1744,Henry IV,44,3.1.193,"Here come our wives, and let us take our leave."
1745,Henry IV,44,,Re-enter GLENDOWER with the ladies
1746,Henry IV,45,3.1.194,"This is the deadly spite that angers me,"
1747,Henry IV,45,3.1.195,"My wife can speak no English, I no Welsh."
1748,Henry IV,46,3.1.196,"My daughter weeps: she will not part with you,"
1749,Henry IV,46,3.1.197,"She'll be a soldier too, she'll to the wars."
1750,Henry IV,47,3.1.198,"Good father, tell her that she and my aunt Percy"
1751,Henry IV,47,3.1.199,Shall follow in your conduct speedily.
1752,Henry IV,47,,"Glendower speaks to her in Welsh, and she answers him in the same"
1753,Henry IV,48,3.1.200,"She is desperate here, a peevish self-wind harlotry,"
1754,Henry IV,48,3.1.201,one that no persuasion can do good upon.
1755,Henry IV,48,,The lady speaks in Welsh
1756,Henry IV,49,3.1.202,I understand thy looks: that pretty Welsh
1757,Henry IV,49,3.1.203,Which thou pour'st down from these swelling heavens
1758,Henry IV,49,3.1.204,"I am too perfect in, and, but for shame,"
1759,Henry IV,49,3.1.205,In such a parley should I answer thee.
1760,Henry IV,49,,The lady speaks again in Welsh
1761,Henry IV,49,3.1.206,"I understand thy kisses and thou mine,"
1762,Henry IV,49,3.1.207,And that's a feeling disputation:
1763,Henry IV,49,3.1.208,"But I will never be a truant, love,"
1764,Henry IV,49,3.1.209,"Till I have learned thy language, for thy tongue"
1765,Henry IV,49,3.1.210,"Makes Welsh as sweet as ditties highly penn'd,"
1766,Henry IV,49,3.1.211,"Sung by a fair queen in a summer's bower,"
1767,Henry IV,49,3.1.212,"With ravishing division, to her lute."
1768,Henry IV,50,3.1.213,"Nay, if you melt, then will she run mad."
1769,Henry IV,50,,The lady speaks again in Welsh
1770,Henry IV,51,3.1.214,"O, I am ignorance itself in this!"
1771,Henry IV,52,3.1.215,She bids you on the wanton rushes lay you down
1772,Henry IV,52,3.1.216,"And rest your gentle head upon her lap,"
1773,Henry IV,52,3.1.217,And she will sing the song that pleaseth you
1774,Henry IV,52,3.1.218,And on your eyelids crown the god of sleep.
1775,Henry IV,52,3.1.219,"Charming your blood with pleasing heaviness,"
1776,Henry IV,52,3.1.220,Making such difference 'twixt wake and sleep
1777,Henry IV,52,3.1.221,As is the difference betwixt day and night
1778,Henry IV,52,3.1.222,The hour before the heavenly-harness'd team
1779,Henry IV,52,3.1.223,Begins his golden progress in the east.
1780,Henry IV,53,3.1.224,With all my heart I'll sit and hear her sing:
1781,Henry IV,53,3.1.225,"By that time will our book, I think, be drawn"
1782,Henry IV,54,3.1.226,"Do so,"
1783,Henry IV,54,3.1.227,And those musicians that shall play to you
1784,Henry IV,54,3.1.228,"Hang in the air a thousand leagues from hence,"
1785,Henry IV,54,3.1.229,"And straight they shall be here: sit, and attend."
1786,Henry IV,55,3.1.230,"Come, Kate, thou art perfect in lying down: come,"
1787,Henry IV,55,3.1.231,"quick, quick, that I may lay my head in thy lap."
1788,Henry IV,56,3.1.232,"Go, ye giddy goose."
1789,Henry IV,56,,The music plays
1790,Henry IV,57,3.1.233,"Now I perceive the devil understands Welsh,"
1791,Henry IV,57,3.1.234,And 'tis no marvel he is so humorous.
1792,Henry IV,57,3.1.235,"By'r lady, he is a good musician."
1793,Henry IV,58,3.1.236,Then should you be nothing but musical for you are
1794,Henry IV,58,3.1.237,"altogether governed by humours. Lie still, ye thief,"
1795,Henry IV,58,3.1.238,and hear the lady sing in Welsh.
1796,Henry IV,59,3.1.239,"I had rather hear Lady, my brach, howl in Irish."
1797,Henry IV,60,3.1.240,Wouldst thou have thy head broken?
1798,Henry IV,61,3.1.241,No.
1799,Henry IV,62,3.1.242,Then be still.
1800,Henry IV,63,3.1.243,"Neither,'tis a woman's fault."
1801,Henry IV,64,3.1.244,Now God help thee!
1802,Henry IV,65,3.1.245,To the Welsh lady's bed.
1803,Henry IV,66,3.1.246,What's that?
1804,Henry IV,67,3.1.247,Peace! she sings.
1805,Henry IV,67,,Here the lady sings a Welsh song
1806,Henry IV,68,3.1.248,"Come, Kate, I'll have your song too."
1807,Henry IV,69,3.1.249,"Not mine, in good sooth."
1808,Henry IV,70,3.1.250,"Not yours, in good sooth! Heart! you swear like a"
1809,Henry IV,70,3.1.251,"comfit-maker's wife. 'Not you, in good sooth,' and"
1810,Henry IV,70,3.1.252,"'as true as I live,' and 'as God shall mend me,' and"
1811,Henry IV,70,3.1.253,"'as sure as day,'"
1812,Henry IV,70,3.1.254,"And givest such sarcenet surety for thy oaths,"
1813,Henry IV,70,3.1.255,As if thou never walk'st further than Finsbury.
1814,Henry IV,70,3.1.256,"Swear me, Kate, like a lady as thou art,"
1815,Henry IV,70,3.1.257,"A good mouth-filling oath, and leave 'in sooth,'"
1816,Henry IV,70,3.1.258,"And such protest of pepper-gingerbread,"
1817,Henry IV,70,3.1.259,To velvet-guards and Sunday-citizens.
1818,Henry IV,70,3.1.260,"Come, sing."
1819,Henry IV,71,3.1.261,I will not sing.
1820,Henry IV,72,3.1.262,"'Tis the next way to turn tailor, or be red-breast"
1821,Henry IV,72,3.1.263,"teacher. An the indentures be drawn, I'll away"
1822,Henry IV,72,3.1.264,"within these two hours, and so, come in when ye will."
1823,Henry IV,72,,Exit
1824,Henry IV,73,3.1.265,"Come, come, Lord Mortimer, you are as slow"
1825,Henry IV,73,3.1.266,As hot Lord Percy is on fire to go.
1826,Henry IV,73,3.1.267,"By this our book is drawn, we'll but seal,"
1827,Henry IV,73,3.1.268,And then to horse immediately.
1828,Henry IV,74,3.1.269,With all my heart.
1829,Henry IV,74,,Exeunt
1830,Henry IV,74,,SCENE II. London. The palace.
1831,Henry IV,74,,"Enter KING HENRY IV, PRINCE HENRY, and others"
1832,Henry IV,1,3.2.1,"Lords, give us leave, the Prince of Wales and I"
1833,Henry IV,1,3.2.2,"Must have some private conference, but be near at hand,"
1834,Henry IV,1,3.2.3,For we shall presently have need of you.
1835,Henry IV,1,,Exeunt Lords
1836,Henry IV,1,3.2.4,"I know not whether God will have it so,"
1837,Henry IV,1,3.2.5,"For some displeasing service I have done,"
1838,Henry IV,1,3.2.6,"That, in his secret doom, out of my blood"
1839,Henry IV,1,3.2.7,"He'll breed revengement and a scourge for me,"
1840,Henry IV,1,3.2.8,But thou dost in thy passages of life
1841,Henry IV,1,3.2.9,Make me believe that thou art only mark'd
1842,Henry IV,1,3.2.10,For the hot vengeance and the rod of heaven
1843,Henry IV,1,3.2.11,"To punish my mistreadings. Tell me else,"
1844,Henry IV,1,3.2.12,"Could such inordinate and low desires,"
1845,Henry IV,1,3.2.13,"Such poor, such bare, such lewd, such mean attempts,"
1846,Henry IV,1,3.2.14,"Such barren pleasures, rude society,"
1847,Henry IV,1,3.2.15,"As thou art match'd withal and grafted to,"
1848,Henry IV,1,3.2.16,Accompany the greatness of thy blood
1849,Henry IV,1,3.2.17,And hold their level with thy princely heart?
1850,Henry IV,2,3.2.18,"So please your majesty, I would I could"
1851,Henry IV,2,3.2.19,Quit all offences with as clear excuse
1852,Henry IV,2,3.2.20,As well as I am doubtless I can purge
1853,Henry IV,2,3.2.21,Myself of many I am charged withal:
1854,Henry IV,2,3.2.22,"Yet such extenuation let me beg,"
1855,Henry IV,2,3.2.23,"As, in reproof of many tales devised,"
1856,Henry IV,2,3.2.24,"which oft the ear of greatness needs must hear,"
1857,Henry IV,2,3.2.25,"By smiling pick-thanks and base news-mongers,"
1858,Henry IV,2,3.2.26,"I may, for some things true, wherein my youth"
1859,Henry IV,2,3.2.27,"Hath faulty wander'd and irregular,"
1860,Henry IV,2,3.2.28,Find pardon on my true submission.
1861,Henry IV,3,3.2.29,"God pardon thee! yet let me wonder, Harry,"
1862,Henry IV,3,3.2.30,"At thy affections, which do hold a wing"
1863,Henry IV,3,3.2.31,Quite from the flight of all thy ancestors.
1864,Henry IV,3,3.2.32,Thy place in council thou hast rudely lost.
1865,Henry IV,3,3.2.33,"Which by thy younger brother is supplied,"
1866,Henry IV,3,3.2.34,And art almost an alien to the hearts
1867,Henry IV,3,3.2.35,Of all the court and princes of my blood:
1868,Henry IV,3,3.2.36,The hope and expectation of thy time
1869,Henry IV,3,3.2.37,"Is ruin'd, and the soul of every man"
1870,Henry IV,3,3.2.38,Prophetically doth forethink thy fall.
1871,Henry IV,3,3.2.39,"Had I so lavish of my presence been,"
1872,Henry IV,3,3.2.40,"So common-hackney'd in the eyes of men,"
1873,Henry IV,3,3.2.41,"So stale and cheap to vulgar company,"
1874,Henry IV,3,3.2.42,"Opinion, that did help me to the crown,"
1875,Henry IV,3,3.2.43,Had still kept loyal to possession
1876,Henry IV,3,3.2.44,"And left me in reputeless banishment,"
1877,Henry IV,3,3.2.45,A fellow of no mark nor likelihood.
1878,Henry IV,3,3.2.46,"By being seldom seen, I could not stir"
1879,Henry IV,3,3.2.47,"But like a comet I was wonder'd at,"
1880,Henry IV,3,3.2.48,"That men would tell their children 'This is he,'"
1881,Henry IV,3,3.2.49,"Others would say 'Where, which is Bolingbroke?'"
1882,Henry IV,3,3.2.50,"And then I stole all courtesy from heaven,"
1883,Henry IV,3,3.2.51,And dress'd myself in such humility
1884,Henry IV,3,3.2.52,"That I did pluck allegiance from men's hearts,"
1885,Henry IV,3,3.2.53,"Loud shouts and salutations from their mouths,"
1886,Henry IV,3,3.2.54,Even in the presence of the crowned king.
1887,Henry IV,3,3.2.55,"Thus did I keep my person fresh and new,"
1888,Henry IV,3,3.2.56,"My presence, like a robe pontifical,"
1889,Henry IV,3,3.2.57,"Ne'er seen but wonder'd at: and so my state,"
1890,Henry IV,3,3.2.58,"Seldom but sumptuous, showed like a feast"
1891,Henry IV,3,3.2.59,And won by rareness such solemnity.
1892,Henry IV,3,3.2.60,"The skipping king, he ambled up and down"
1893,Henry IV,3,3.2.61,"With shallow jesters and rash bavin wits,"
1894,Henry IV,3,3.2.62,"Soon kindled and soon burnt, carded his state,"
1895,Henry IV,3,3.2.63,"Mingled his royalty with capering fools,"
1896,Henry IV,3,3.2.64,Had his great name profaned with their scorns
1897,Henry IV,3,3.2.65,"And gave his countenance, against his name,"
1898,Henry IV,3,3.2.66,To laugh at gibing boys and stand the push
1899,Henry IV,3,3.2.67,"Of every beardless vain comparative,"
1900,Henry IV,3,3.2.68,"Grew a companion to the common streets,"
1901,Henry IV,3,3.2.69,"Enfeoff'd himself to popularity,"
1902,Henry IV,3,3.2.70,"That, being daily swallow'd by men's eyes,"
1903,Henry IV,3,3.2.71,They surfeited with honey and began
1904,Henry IV,3,3.2.72,"To loathe the taste of sweetness, whereof a little"
1905,Henry IV,3,3.2.73,More than a little is by much too much.
1906,Henry IV,3,3.2.74,"So when he had occasion to be seen,"
1907,Henry IV,3,3.2.75,"He was but as the cuckoo is in June,"
1908,Henry IV,3,3.2.76,"Heard, not regarded, seen, but with such eyes"
1909,Henry IV,3,3.2.77,"As, sick and blunted with community,"
1910,Henry IV,3,3.2.78,"Afford no extraordinary gaze,"
1911,Henry IV,3,3.2.79,Such as is bent on sun-like majesty
1912,Henry IV,3,3.2.80,"When it shines seldom in admiring eyes,"
1913,Henry IV,3,3.2.81,"But rather drowzed and hung their eyelids down,"
1914,Henry IV,3,3.2.82,Slept in his face and render'd such aspect
1915,Henry IV,3,3.2.83,"As cloudy men use to their adversaries,"
1916,Henry IV,3,3.2.84,"Being with his presence glutted, gorged and full."
1917,Henry IV,3,3.2.85,"And in that very line, Harry, standest thou,"
1918,Henry IV,3,3.2.86,For thou has lost thy princely privilege
1919,Henry IV,3,3.2.87,With vile participation: not an eye
1920,Henry IV,3,3.2.88,"But is a-weary of thy common sight,"
1921,Henry IV,3,3.2.89,"Save mine, which hath desired to see thee more,"
1922,Henry IV,3,3.2.90,"Which now doth that I would not have it do,"
1923,Henry IV,3,3.2.91,Make blind itself with foolish tenderness.
1924,Henry IV,4,3.2.92,"I shall hereafter, my thrice gracious lord,"
1925,Henry IV,4,3.2.93,Be more myself.
1926,Henry IV,5,3.2.94,For all the world
1927,Henry IV,5,3.2.95,As thou art to this hour was Richard then
1928,Henry IV,5,3.2.96,"When I from France set foot at Ravenspurgh,"
1929,Henry IV,5,3.2.97,And even as I was then is Percy now.
1930,Henry IV,5,3.2.98,"Now, by my sceptre and my soul to boot,"
1931,Henry IV,5,3.2.99,He hath more worthy interest to the state
1932,Henry IV,5,3.2.100,"Than thou the shadow of succession,"
1933,Henry IV,5,3.2.101,"For of no right, nor colour like to right,"
1934,Henry IV,5,3.2.102,"He doth fill fields with harness in the realm,"
1935,Henry IV,5,3.2.103,"Turns head against the lion's armed jaws,"
1936,Henry IV,5,3.2.104,"And, being no more in debt to years than thou,"
1937,Henry IV,5,3.2.105,Leads ancient lords and reverend bishops on
1938,Henry IV,5,3.2.106,To bloody battles and to bruising arms.
1939,Henry IV,5,3.2.107,What never-dying honour hath he got
1940,Henry IV,5,3.2.108,"Against renowned Douglas! whose high deeds,"
1941,Henry IV,5,3.2.109,Whose hot incursions and great name in arms
1942,Henry IV,5,3.2.110,Holds from all soldiers chief majority
1943,Henry IV,5,3.2.111,And military title capital
1944,Henry IV,5,3.2.112,Through all the kingdoms that acknowledge Christ:
1945,Henry IV,5,3.2.113,"Thrice hath this Hotspur, Mars in swathling clothes,"
1946,Henry IV,5,3.2.114,"This infant warrior, in his enterprises"
1947,Henry IV,5,3.2.115,"Discomfited great Douglas, ta'en him once,"
1948,Henry IV,5,3.2.116,"Enlarged him and made a friend of him,"
1949,Henry IV,5,3.2.117,To fill the mouth of deep defiance up
1950,Henry IV,5,3.2.118,And shake the peace and safety of our throne.
1951,Henry IV,5,3.2.119,"And what say you to this? Percy, Northumberland,"
1952,Henry IV,5,3.2.120,"The Archbishop's grace of York, Douglas, Mortimer,"
1953,Henry IV,5,3.2.121,Capitulate against us and are up.
1954,Henry IV,5,3.2.122,But wherefore do I tell these news to thee?
1955,Henry IV,5,3.2.123,"Why, Harry, do I tell thee of my foes,"
1956,Henry IV,5,3.2.124,Which art my near'st and dearest enemy?
1957,Henry IV,5,3.2.125,"Thou that art like enough, through vassal fear,"
1958,Henry IV,5,3.2.126,Base inclination and the start of spleen
1959,Henry IV,5,3.2.127,"To fight against me under Percy's pay,"
1960,Henry IV,5,3.2.128,"To dog his heels and curtsy at his frowns,"
1961,Henry IV,5,3.2.129,To show how much thou art degenerate.
1962,Henry IV,6,3.2.130,"Do not think so, you shall not find it so:"
1963,Henry IV,6,3.2.131,And God forgive them that so much have sway'd
1964,Henry IV,6,3.2.132,Your majesty's good thoughts away from me!
1965,Henry IV,6,3.2.133,I will redeem all this on Percy's head
1966,Henry IV,6,3.2.134,And in the closing of some glorious day
1967,Henry IV,6,3.2.135,"Be bold to tell you that I am your son,"
1968,Henry IV,6,3.2.136,When I will wear a garment all of blood
1969,Henry IV,6,3.2.137,"And stain my favours in a bloody mask,"
1970,Henry IV,6,3.2.138,"Which, wash'd away, shall scour my shame with it:"
1971,Henry IV,6,3.2.139,"And that shall be the day, whene'er it lights,"
1972,Henry IV,6,3.2.140,"That this same child of honour and renown,"
1973,Henry IV,6,3.2.141,"This gallant Hotspur, this all-praised knight,"
1974,Henry IV,6,3.2.142,And your unthought-of Harry chance to meet.
1975,Henry IV,6,3.2.143,"For every honour sitting on his helm,"
1976,Henry IV,6,3.2.144,"Would they were multitudes, and on my head"
1977,Henry IV,6,3.2.145,"My shames redoubled! for the time will come,"
1978,Henry IV,6,3.2.146,That I shall make this northern youth exchange
1979,Henry IV,6,3.2.147,His glorious deeds for my indignities.
1980,Henry IV,6,3.2.148,"Percy is but my factor, good my lord,"
1981,Henry IV,6,3.2.149,"To engross up glorious deeds on my behalf,"
1982,Henry IV,6,3.2.150,"And I will call him to so strict account,"
1983,Henry IV,6,3.2.151,"That he shall render every glory up,"
1984,Henry IV,6,3.2.152,"Yea, even the slightest worship of his time,"
1985,Henry IV,6,3.2.153,Or I will tear the reckoning from his heart.
1986,Henry IV,6,3.2.154,"This, in the name of God, I promise here:"
1987,Henry IV,6,3.2.155,"The which if He be pleased I shall perform,"
1988,Henry IV,6,3.2.156,I do beseech your majesty may salve
1989,Henry IV,6,3.2.157,The long-grown wounds of my intemperance:
1990,Henry IV,6,3.2.158,"If not, the end of life cancels all bands,"
1991,Henry IV,6,3.2.159,And I will die a hundred thousand deaths
1992,Henry IV,6,3.2.160,Ere break the smallest parcel of this vow.
1993,Henry IV,7,3.2.161,A hundred thousand rebels die in this:
1994,Henry IV,7,3.2.162,Thou shalt have charge and sovereign trust herein.
1995,Henry IV,7,,Enter BLUNT
1996,Henry IV,7,3.2.163,"How now, good Blunt? thy looks are full of speed."
1997,Henry IV,8,3.2.164,So hath the business that I come to speak of.
1998,Henry IV,8,3.2.165,Lord Mortimer of Scotland hath sent word
1999,Henry IV,8,3.2.166,That Douglas and the English rebels met
2000,Henry IV,8,3.2.167,The eleventh of this month at Shrewsbury
2001,Henry IV,8,3.2.168,"A mighty and a fearful head they are,"
2002,Henry IV,8,3.2.169,"If promises be kept on every hand,"
2003,Henry IV,8,3.2.170,As ever offer'd foul play in the state.
2004,Henry IV,9,3.2.171,"The Earl of Westmoreland set forth to-day,"
2005,Henry IV,9,3.2.172,"With him my son, Lord John of Lancaster,"
2006,Henry IV,9,3.2.173,For this advertisement is five days old:
2007,Henry IV,9,3.2.174,"On Wednesday next, Harry, you shall set forward,"
2008,Henry IV,9,3.2.175,On Thursday we ourselves will march: our meeting
2009,Henry IV,9,3.2.176,"Is Bridgenorth: and, Harry, you shall march"
2010,Henry IV,9,3.2.177,"Through Gloucestershire, by which account,"
2011,Henry IV,9,3.2.178,"Our business valued, some twelve days hence"
2012,Henry IV,9,3.2.179,Our general forces at Bridgenorth shall meet.
2013,Henry IV,9,3.2.180,"Our hands are full of business: let's away,"
2014,Henry IV,9,3.2.181,"Advantage feeds him fat, while men delay."
2015,Henry IV,9,,Exeunt
2016,Henry IV,10,,Eastcheap. The Boar's-Head Tavern.
2017,Henry IV,10,,Enter FALSTAFF and BARDOLPH
2018,Henry IV,11,3.2.183,"Bardolph, am I not fallen away vilely since this last"
2019,Henry IV,11,3.2.184,action? do I not bate? do I not dwindle? Why my
2020,Henry IV,11,3.2.185,skin hangs about me like an like an old lady's loose
2021,Henry IV,11,3.2.186,"gown, I am withered like an old apple-john. Well,"
2022,Henry IV,11,3.2.187,"I'll repent, and that suddenly, while I am in some"
2023,Henry IV,11,3.2.188,"liking, I shall be out of heart shortly, and then I"
2024,Henry IV,11,3.2.189,shall have no strength to repent. An I have not
2025,Henry IV,11,3.2.190,"forgotten what the inside of a church is made of, I"
2026,Henry IV,11,3.2.191,"am a peppercorn, a brewer's horse: the inside of a"
2027,Henry IV,11,3.2.192,"church! Company, villanous company, hath been the"
2028,Henry IV,11,3.2.193,spoil of me.
2029,Henry IV,12,3.2.194,"Sir John, you are so fretful, you cannot live long."
2030,Henry IV,13,3.2.195,"Why, there is it: come sing me a bawdy song, make"
2031,Henry IV,13,3.2.196,me merry. I was as virtuously given as a gentleman
2032,Henry IV,13,3.2.197,"need to be, virtuous enough, swore little, diced not"
2033,Henry IV,13,3.2.198,"above seven times a week, went to a bawdy-house once"
2034,Henry IV,13,3.2.199,"in a quarter--of an hour, paid money that I"
2035,Henry IV,13,3.2.200,"borrowed, three of four times, lived well and in"
2036,Henry IV,13,3.2.201,"good compass: and now I live out of all order, out"
2037,Henry IV,13,3.2.202,of all compass.
2038,Henry IV,14,3.2.203,"Why, you are so fat, Sir John, that you must needs"
2039,Henry IV,14,3.2.204,"be out of all compass, out of all reasonable"
2040,Henry IV,14,3.2.205,"compass, Sir John."
2041,Henry IV,15,3.2.206,"Do thou amend thy face, and I'll amend my life:"
2042,Henry IV,15,3.2.207,"thou art our admiral, thou bearest the lantern in"
2043,Henry IV,15,3.2.208,"the poop, but 'tis in the nose of thee, thou art the"
2044,Henry IV,15,3.2.209,Knight of the Burning Lamp.
2045,Henry IV,16,3.2.210,"Why, Sir John, my face does you no harm."
2046,Henry IV,17,3.2.211,"No, I'll be sworn, I make as good use of it as many"
2047,Henry IV,17,3.2.212,a man doth of a Death's-head or a memento mori: I
2048,Henry IV,17,3.2.213,never see thy face but I think upon hell-fire and
2049,Henry IV,17,3.2.214,"Dives that lived in purple, for there he is in his"
2050,Henry IV,17,3.2.215,"robes, burning, burning. If thou wert any way"
2051,Henry IV,17,3.2.216,"given to virtue, I would swear by thy face, my oath"
2052,Henry IV,17,3.2.217,"should be 'By this fire, that's God's angel:' but"
2053,Henry IV,17,3.2.218,"thou art altogether given over, and wert indeed, but"
2054,Henry IV,17,3.2.219,"for the light in thy face, the son of utter"
2055,Henry IV,17,3.2.220,darkness. When thou rannest up Gadshill in the
2056,Henry IV,17,3.2.221,"night to catch my horse, if I did not think thou"
2057,Henry IV,17,3.2.222,"hadst been an ignis fatuus or a ball of wildfire,"
2058,Henry IV,17,3.2.223,"there's no purchase in money. O, thou art a"
2059,Henry IV,17,3.2.224,"perpetual triumph, an everlasting bonfire-light!"
2060,Henry IV,17,3.2.225,Thou hast saved me a thousand marks in links and
2061,Henry IV,17,3.2.226,"torches, walking with thee in the night betwixt"
2062,Henry IV,17,3.2.227,tavern and tavern: but the sack that thou hast
2063,Henry IV,17,3.2.228,drunk me would have bought me lights as good cheap
2064,Henry IV,17,3.2.229,at the dearest chandler's in Europe. I have
2065,Henry IV,17,3.2.230,maintained that salamander of yours with fire any
2066,Henry IV,17,3.2.231,"time this two and thirty years, God reward me for"
2067,Henry IV,17,3.2.232,it!
2068,Henry IV,18,3.2.233,"'Sblood, I would my face were in your belly!"
2069,Henry IV,19,3.2.234,God-a-mercy! so should I be sure to be heart-burned.
2070,Henry IV,19,,Enter Hostess
2071,Henry IV,19,3.2.235,"How now, Dame Partlet the hen! have you inquired"
2072,Henry IV,19,3.2.236,yet who picked my pocket?
2073,Henry IV,20,3.2.237,"Why, Sir John, what do you think, Sir John? do you"
2074,Henry IV,20,3.2.238,"think I keep thieves in my house? I have searched,"
2075,Henry IV,20,3.2.239,"I have inquired, so has my husband, man by man, boy"
2076,Henry IV,20,3.2.240,"by boy, servant by servant: the tithe of a hair"
2077,Henry IV,20,3.2.241,was never lost in my house before.
2078,Henry IV,21,3.2.242,"Ye lie, hostess: Bardolph was shaved and lost many"
2079,Henry IV,21,3.2.243,"a hair, and I'll be sworn my pocket was picked. Go"
2080,Henry IV,21,3.2.244,"to, you are a woman, go."
2081,Henry IV,22,3.2.245,"Who, I? no, I defy thee: God's light, I was never"
2082,Henry IV,22,3.2.246,called so in mine own house before.
2083,Henry IV,23,3.2.247,"Go to, I know you well enough."
2084,Henry IV,24,3.2.248,"No, Sir John, You do not know me, Sir John. I know"
2085,Henry IV,24,3.2.249,"you, Sir John: you owe me money, Sir John, and now"
2086,Henry IV,24,3.2.250,you pick a quarrel to beguile me of it: I bought
2087,Henry IV,24,3.2.251,you a dozen of shirts to your back.
